Name,Amenity,Latitude,Longitude
Unknown,Unknown,33.244933,-8.512739
Unknown,Unknown,33.2528028,-8.5076641
Unknown,Unknown,33.2507264,-8.5033692
Unknown,Unknown,33.2500114,-8.5082419
Unknown,Unknown,33.2425008,-8.5186557
Unknown,Unknown,33.2504522,-8.506878
Unknown,Unknown,33.2527401,-8.5085879
Unknown,Unknown,33.2484502,-8.5011239
Unknown,Unknown,33.2509984,-8.5066232
Unknown,Unknown,33.2528208,-8.5075486
Unknown,Unknown,33.2553789,-8.5035359
Unknown,Unknown,33.2518709,-8.5051158
Unknown,Unknown,33.2482332,-8.5064856
Unknown,Unknown,33.2495057,-8.5071385
Unknown,Unknown,33.2421506,-8.5178545
Unknown,Unknown,33.2466704,-8.5084598
Unknown,Unknown,33.252278,-8.5086717
Unknown,Unknown,33.2529689,-8.5081601
Unknown,Unknown,33.2531752,-8.5071476
Unknown,Unknown,33.2527513,-8.5071382
Unknown,Unknown,33.2515232,-8.5054739
Unknown,Unknown,33.2471143,-8.5066949
Unknown,Unknown,33.2429644,-8.5150681
Unknown,Unknown,33.246364,-8.5110278
Unknown,Unknown,33.2532468,-8.5069116
Unknown,Unknown,33.2447803,-8.5125509
Unknown,Unknown,33.2518055,-8.5080916
Unknown,Unknown,33.2524171,-8.5083291
Unknown,Unknown,33.24867,-8.5059373
Unknown,Unknown,33.2504993,-8.5067412
Unknown,Unknown,33.2462162,-8.5127736
Unknown,Unknown,33.2420021,-8.5149054
Unknown,Unknown,33.2514762,-8.5024047
Hotel Le Palais Andalous,Unknown,33.2516714,-8.5097191
Unknown,theatre,33.2521503,-8.5020253
Unknown,cafe,33.2563141,-8.5055635
Unknown,Unknown,33.2573281,-8.5033534
L1-L5-L19 Ahfir,Unknown,33.2573929,-8.5038669
Unknown,Unknown,33.2438407,-8.5221887
Unknown,Unknown,33.2486342,-8.5069489
Unknown,Unknown,33.2475226,-8.5094863
Unknown,Unknown,33.24568,-8.5073359
Unknown,Unknown,33.2453008,-8.5082044
Unknown,Unknown,33.2457247,-8.5082245
Unknown,Unknown,33.2465249,-8.505266
Unknown,Unknown,33.2495875,-8.5161386
Unknown,Unknown,33.2503392,-8.5075649
Unknown,Unknown,33.2495566,-8.5070675
Unknown,Unknown,33.2504504,-8.5074432
Unknown,Unknown,33.2503562,-8.5038346
Unknown,Unknown,33.2485867,-8.5060516
Unknown,Unknown,33.2445785,-8.4790662
Unknown,Unknown,33.2458333,-8.5069794
Unknown,Unknown,33.2476872,-8.5094937
Unknown,Unknown,33.2454864,-8.5077363
Unknown,Unknown,33.2476349,-8.5178754
Unknown,Unknown,33.246429,-8.514054
Unknown,Unknown,33.2481881,-8.517354
Unknown,Unknown,33.2453271,-8.5146729
Unknown,Unknown,33.24975,-8.5165333
Unknown,Unknown,33.2643333,-8.5096667
Unknown,Unknown,33.2567938,-8.4953574
Unknown,Unknown,33.2564157,-8.4976987
Riad La VIlla & SPA,Unknown,33.2589196,-8.5059665
Unknown,parking,33.2585921,-8.50473
Unknown,Unknown,33.25909,-8.49291
Unknown,Unknown,33.2503274,-8.5169759
Acima,Unknown,33.2434588,-8.5133281
Unknown,Unknown,33.2442118,-8.4949638
Ecole Ihsane 3,school,33.228808,-8.4973994
Ecole Ihsane 2,school,33.2336361,-8.4981236
Unknown,Unknown,33.2394599,-8.5292383
Unknown,Unknown,33.2477145,-8.5176984
L'express café,cafe,33.2583801,-8.5100379
Ibis Budget,Unknown,33.2444671,-8.4890195
Ibis,Unknown,33.2448709,-8.4902426
Unknown,fuel,33.2443954,-8.4907898
Unknown,cafe,33.2439198,-8.4883865
Unknown,restaurant,33.2439099,-8.488784
Unknown,Unknown,33.2185352,-8.5056119
Unknown,Unknown,33.2177155,-8.4995051
Unknown,Unknown,33.2180431,-8.5017957
Unknown,Unknown,33.2172173,-8.4959002
Unknown,Unknown,33.2421474,-8.5179689
Unknown,Unknown,33.2421407,-8.5168038
Unknown,Unknown,33.2420934,-8.5155142
El Jadida Essaada,post_office,33.242,-8.528
Sidi Bouzid,post_office,33.229,-8.55
El Jadida PPAL,post_office,33.2514212,-8.5020795
Unknown,Unknown,33.2420227,-8.5248722
Unknown,Unknown,33.1919159,-8.489293
Unknown,Unknown,33.1920089,-8.4893263
Unknown,Unknown,33.1949025,-8.4884552
Riad Soleil D'Orient,Unknown,33.2567576,-8.5092751
Unknown,fuel,33.2016251,-8.4935992
Unknown,Unknown,33.2366121,-8.4831922
Unknown,Unknown,33.2378472,-8.4956729
Unknown,Unknown,33.2477467,-8.5161602
Unknown,Unknown,33.2477819,-8.5146262
Unknown,Unknown,33.2477385,-8.5155099
Unknown,Unknown,33.2479536,-8.5152634
Unknown,Unknown,33.2464764,-8.5141102
Unknown,Unknown,33.2466658,-8.514993
Unknown,Unknown,33.2467011,-8.5187221
Unknown,Unknown,33.2474026,-8.5142072
Unknown,Unknown,33.2458262,-8.5134248
Unknown,Unknown,33.2454933,-8.5138492
Unknown,Unknown,33.2481799,-8.5156368
Unknown,Unknown,33.2432487,-8.515822
Unknown,Unknown,33.2421304,-8.5160198
Unknown,Unknown,33.2433185,-8.5147593
Unknown,Unknown,33.2439284,-8.5154545
Unknown,Unknown,33.2421278,-8.5159718
Unknown,Unknown,33.2426784,-8.5152049
Unknown,Unknown,33.2424844,-8.5158795
Unknown,Unknown,33.2441515,-8.5157194
Unknown,Unknown,33.2437027,-8.5151958
Unknown,Unknown,33.242527,-8.5155389
Unknown,Unknown,33.2444993,-8.5070339
Camp caravaning Int.,Unknown,33.2407,-8.48725
Unknown,Unknown,33.1957442,-8.4833028
radar fix,Unknown,33.24343,-8.47066
radar fix,Unknown,33.24393,-8.46849
bab al mellah,Unknown,33.2561616,-8.5034834
Hôtel La Place,Unknown,33.2513354,-8.5035402
Tout Change,bureau_de_change,33.252547,-8.5026349
arret,Unknown,33.220577,-8.4913105
Hotel El Jadida فندق الجديدة,Unknown,33.2551039,-8.5056758
Café FALORA,cafe,33.2508245,-8.5320497
Riad La Maison des Épices à El Jadida,Unknown,33.2534475,-8.5051557
MODHILA,cafe,33.2290005,-8.5007341
Jawad,Unknown,33.2526478,-8.5125358
Residence SOPRIJA,Unknown,33.2414459,-8.5249204
Unknown,Unknown,33.191779,-8.4667496
Unknown,Unknown,33.2024895,-8.4565626
Unknown,Unknown,33.207346,-8.4518794
Unknown,Unknown,33.2191631,-8.4567208
Unknown,Unknown,33.2111431,-8.4524052
Unknown,Unknown,33.2134702,-8.4533815
Unknown,Unknown,33.2210604,-8.4585633
Unknown,Unknown,33.1928519,-8.4663312
Unknown,Unknown,33.2148009,-8.4538965
Unknown,Unknown,33.1992082,-8.459792
Unknown,Unknown,33.2121305,-8.4528397
Unknown,Unknown,33.1969818,-8.4620289
Unknown,Unknown,33.2222507,-8.4597329
Unknown,Unknown,33.190715,-8.4671734
Unknown,Unknown,33.2201684,-8.457673
Unknown,Unknown,33.1980007,-8.4609453
Unknown,Unknown,33.2014122,-8.4576355
Unknown,Unknown,33.1949079,-8.4641908
Unknown,Unknown,33.203459,-8.4556506
Unknown,Unknown,33.1939248,-8.4653227
Unknown,Unknown,33.2268997,-8.4607039
Unknown,Unknown,33.2173097,-8.4548808
Unknown,Unknown,33.2099829,-8.4518124
Unknown,Unknown,33.2236037,-8.4610445
Unknown,Unknown,33.2242342,-8.4617178
Unknown,Unknown,33.1892964,-8.4676508
Unknown,Unknown,33.2159117,-8.4543417
Unknown,Unknown,33.2255916,-8.4611974
Unknown,Unknown,33.218205,-8.455774
Unknown,Unknown,33.2044959,-8.4546475
Unknown,Unknown,33.2063721,-8.4527968
Unknown,Unknown,33.1959807,-8.4631447
Unknown,Unknown,33.200308,-8.4586976
Unknown,Unknown,33.2329904,-8.533745
Unknown,restaurant,33.2537823,-8.5026335
Unknown,Unknown,33.234832,-8.4948852
Jad 979,bank,33.2263333,-8.5517222
hôtel Bordeaux,Unknown,33.2541361,-8.505391
Unknown,Unknown,33.2392529,-8.4966522
Unknown,Unknown,33.2345362,-8.5352069
Unknown,Unknown,33.2345935,-8.5352784
Unknown,Unknown,33.2185608,-8.5548218
El Jadida,Unknown,33.2184402,-8.5105788
Afriqua,fuel,33.2247818,-8.5295104
Marjane,Unknown,33.2241868,-8.5304697
Unknown,Unknown,33.2438669,-8.4875009
Unknown,Unknown,33.2445857,-8.4944265
Unknown,Unknown,33.2443779,-8.4942523
Unknown,Unknown,33.2446452,-8.4948161
Unknown,Unknown,33.2488725,-8.4988019
Unknown,Unknown,33.2492665,-8.4992022
Unknown,Unknown,33.2491835,-8.4990034
Unknown,Unknown,33.2491206,-8.4991478
Unknown,Unknown,33.2481665,-8.5068675
Unknown,Unknown,33.229985,-8.4839332
Unknown,Unknown,33.2299506,-8.4845988
Unknown,Unknown,33.244203,-8.487691
Unknown,Unknown,33.2440384,-8.4876665
masjid elbostan,place_of_worship,33.2322313,-8.4835826
Unknown,cafe,33.2561717,-8.5044271
Unknown,Unknown,33.2440481,-8.4872276
Unknown,Unknown,33.2441283,-8.4872276
Unknown,Unknown,33.2443937,-8.4942855
Unknown,Unknown,33.2442924,-8.4943467
Unknown,Unknown,33.2441668,-8.4950417
Bim,Unknown,33.2349394,-8.4937134
Unknown,Unknown,33.2471963,-8.5035785
Unknown,Unknown,33.2461385,-8.5050352
Unknown,Unknown,33.2468048,-8.5044972
Car park underground,parking,33.2527453,-8.5039643
Restaurant Le Tit,restaurant,33.2512385,-8.5016367
Unknown,place_of_worship,33.2562218,-8.5032211
Unknown,theatre,33.2562441,-8.5032376
Bastion de l'Anges,Unknown,33.2559138,-8.5003963
Unknown,Unknown,33.2554686,-8.5033123
Unknown,Unknown,33.2582987,-8.5014293
Unknown,Unknown,33.2571035,-8.5045903
Unknown,Unknown,33.2524063,-8.5013067
Unknown,Unknown,33.2524524,-8.5013721
Unknown,parking,33.2245571,-8.5313929
Total,fuel,33.2037549,-8.4932378
Unknown,Unknown,33.2220952,-8.4935009
Unknown,Unknown,33.2182944,-8.5038512
Unknown,Unknown,33.2215281,-8.4911249
Unknown,Unknown,33.2210542,-8.489084
Unknown,Unknown,33.221873,-8.4923198
Unknown,Unknown,33.2221813,-8.4932708
Unknown,Unknown,33.2174282,-8.4976338
JAD 654,driving_school,33.2314796,-8.5235257
JAD 692,Unknown,33.2319861,-8.4930278
JAD 651,driving_school,33.2284607,-8.5039947
JAD 662,Unknown,33.2235056,-8.5317611
Dar El Jadida,Unknown,33.2574832,-8.5022245
Unknown,Unknown,33.2341389,-8.4937781
Unknown,Unknown,33.2341558,-8.4936909
Unknown,Unknown,33.2333975,-8.4935769
Unknown,Unknown,33.2334154,-8.493475
Unknown,Unknown,33.2397851,-8.497265
Unknown,Unknown,33.2396594,-8.4972209
Unknown,Unknown,33.2395916,-8.4970732
Unknown,Unknown,33.2396208,-8.4969927
Unknown,Unknown,33.2385215,-8.4964523
Unknown,Unknown,33.2385686,-8.4963517
Unknown,Unknown,33.2378586,-8.4958005
Unknown,Unknown,33.2378126,-8.4959024
Unknown,Unknown,33.2363746,-8.4947276
Unknown,Unknown,33.2363207,-8.4948362
Unknown,Unknown,33.236369,-8.4945955
Unknown,Unknown,33.2352966,-8.4941348
Unknown,Unknown,33.2352596,-8.4942321
Unknown,Unknown,33.2352652,-8.4940167
Unknown,Unknown,33.2344798,-8.5024909
Unknown,Unknown,33.2344299,-8.502577
Unknown,Unknown,33.2348449,-8.5028925
Unknown,Unknown,33.2348015,-8.5029894
Unknown,Unknown,33.235931,-8.5042431
Société Générale سوسيتيه جنرال,bank,33.2251005,-8.4998453
Unknown,Unknown,33.2254029,-8.5074214
Unknown,Unknown,33.2257341,-8.507489
Unknown,Unknown,33.2287451,-8.5070855
Unknown,Unknown,33.2339729,-8.503597
Unknown,Unknown,33.2340481,-8.5036741
Unknown,Unknown,33.2340492,-8.5035038
Unknown,Unknown,33.2341154,-8.5035843
Unknown,Unknown,33.2263542,-8.4936748
Unknown,Unknown,33.2262493,-8.4936829
Attijarawafa Bank,bank,33.225694,-8.4984317
Pharmacie La Faculté صيدلية الكلية,pharmacy,33.2296505,-8.4885608
Pharmacie Al Firdaous صيدلية الفردوس,pharmacy,33.2267272,-8.4906882
Unknown,Unknown,33.2263542,-8.4929788
Unknown,Unknown,33.2262559,-8.492952
Unknown,Unknown,33.2192395,-8.4815951
Unknown,Unknown,33.211873,-8.4546376
Unknown,Unknown,33.2124519,-8.4569121
Unknown,Unknown,33.219507,-8.4819827
Unknown,Unknown,33.2137512,-8.4617454
Unknown,Unknown,33.2154611,-8.468223
Unknown,Unknown,33.2213334,-8.4887338
Unknown,Unknown,33.2205478,-8.4873552
Unknown,Unknown,33.2179694,-8.476794
Unknown,Unknown,33.2207901,-8.4877375
Unknown,Unknown,33.219866,-8.4832621
Unknown,Unknown,33.2131341,-8.4593824
Unknown,Unknown,33.2193815,-8.4827371
Unknown,Unknown,33.2143616,-8.464036
Unknown,Unknown,33.2212905,-8.4892931
Unknown,Unknown,33.2110785,-8.4517408
Unknown,Unknown,33.2172047,-8.4746844
Unknown,Unknown,33.2185935,-8.4789346
Unknown,Unknown,33.2196816,-8.4832849
Unknown,Unknown,33.2161388,-8.4705913
Unknown,Unknown,33.2200725,-8.4853176
Unknown,Unknown,33.2183872,-8.4789228
Unknown,Unknown,33.2203346,-8.4857124
Unknown,Unknown,33.2208645,-8.486977
Unknown,Unknown,33.2203417,-8.485019
Unknown,Unknown,33.2217867,-8.4904907
Unknown,Unknown,33.2178103,-8.4767573
Unknown,Unknown,33.2148732,-8.465935
Unknown,Unknown,33.218998,-8.4812157
Unknown,Unknown,33.2506507,-8.5146081
Unknown,Unknown,33.251,-8.5140516
Unknown,Unknown,33.2510814,-8.5142916
Banque Populaire البنك الشعبي,bank,33.2520335,-8.5144553
BMCE Bank البنك المغربي للتجارة الخارجية,bank,33.2528477,-8.5145491
Unknown,Unknown,33.2507525,-8.5146684
Unknown,Unknown,33.2507,-8.5146497
Unknown,Unknown,33.2506262,-8.5144891
Unknown,Unknown,33.2506456,-8.5144018
Unknown,Unknown,33.2507706,-8.5142383
Unknown,Unknown,33.2509056,-8.5141495
Unknown,Unknown,33.2511089,-8.5140088
Unknown,Unknown,33.2510135,-8.5143861
Unknown,Unknown,33.2509964,-8.5144612
Unknown,Unknown,33.2509781,-8.5145073
Pharmacie Ibn Toumart صيدلية ابن تومرت,pharmacy,33.2454154,-8.5112067
Unknown,Unknown,33.2458618,-8.5114456
Unknown,Unknown,33.2459931,-8.5115775
Unknown,Unknown,33.2430011,-8.5082337
Unknown,Unknown,33.2483781,-8.5009073
Unknown,Unknown,33.2482113,-8.5010241
Unknown,Unknown,33.2482678,-8.5011802
BMCI البنك المغربي للتجارة والصناعة,bank,33.2481777,-8.5011274
Unknown,Unknown,33.2474165,-8.5031976
Unknown,Unknown,33.2524917,-8.5020771
Unknown,Unknown,33.252113,-8.501655
Unknown,Unknown,33.2558408,-8.5035799
Unknown,Unknown,33.255816,-8.5036672
Unknown,Unknown,33.2459703,-8.5064699
Unknown,Unknown,33.2591325,-8.5119849
Unknown,Unknown,33.2517155,-8.5019865
Unknown,Unknown,33.251848,-8.5019569
Pharmacie Ibn Sina صيدلية ابن سينا,pharmacy,33.2589923,-8.5113928
Pharmacie Sidi Daoui صيدلية سيدي داوي,pharmacy,33.2593186,-8.5062584
Attijariwafa Bank التجاري وفا بنك,bank,33.2481732,-8.5007291
Pharmacie El Breija صيدلية البريجة,Unknown,33.2573997,-8.5059246
Unknown,Unknown,33.2563738,-8.5038292
Unknown,Unknown,33.2563319,-8.5039057
Unknown,Unknown,33.2560956,-8.5040034
Pharmacie Cité Portugaise,pharmacy,33.2566081,-8.5020192
BMCE Bank البنك المغربي للتجارة الخارجية,bank,33.2506933,-8.503194
Attijariwafa Bank التجاري وفا بنك,bank,33.2501673,-8.5055771
Banque Populaire البنك الشعبي,bank,33.2520425,-8.5035118
Unknown,Unknown,33.247627,-8.5030514
Unknown,Unknown,33.245997,-8.5066041
Pharmacie Nouvelle,pharmacy,33.250506,-8.506017
Credit Agricole Du Maroc,bank,33.2520358,-8.5040241
BMCE Bank البنك المغربي للتجارة الخارجية,bank,33.2308993,-8.4870592
Unknown,Unknown,33.233163,-8.4931505
Unknown,Unknown,33.2330746,-8.4932219
Unknown,Unknown,33.2329353,-8.4933811
Unknown,Unknown,33.2329308,-8.4934764
BMCE Bank البنك المغربي للتجارة الخارجية,bank,33.2293949,-8.4933597
Unknown,Unknown,33.2283595,-8.4937017
Unknown,Unknown,33.2283483,-8.4938103
Unknown,Unknown,33.2284807,-8.4941241
Unknown,Unknown,33.2285917,-8.4941322
Unknown,Unknown,33.2289493,-8.4936315
Unknown,Unknown,33.2289709,-8.4937459
Unknown,Unknown,33.2314654,-8.4934335
Unknown,Unknown,33.2298313,-8.4936869
Unknown,Unknown,33.2460953,-8.5063714
Unknown,Unknown,33.2461131,-8.5065271
Unknown,Unknown,33.2415899,-8.5031389
Unknown,Unknown,33.2429712,-8.5005574
Unknown,Unknown,33.2424597,-8.4993236
Unknown,Unknown,33.2412758,-8.4954585
Unknown,Unknown,33.2413372,-8.4954084
Unknown,Unknown,33.2363847,-8.4831003
Unknown,Unknown,33.2364385,-8.4828856
Unknown,Unknown,33.2331855,-8.492897
Unknown,Unknown,33.2434254,-8.5017534
Attijariwafa Bank التجاري وفا بنك,bank,33.2431585,-8.5007559
Unknown,Unknown,33.2292986,-8.4934635
Unknown,Unknown,33.2413922,-8.5005184
Unknown,Unknown,33.2414885,-8.5005213
BMCI البنك المغربي للتجارة والصناعة,bank,33.227425,-8.4933677
Unknown,Unknown,33.2278553,-8.4935139
Credit Agricole Du Maroc,bank,33.2279399,-8.4934603
Unknown,Unknown,33.2266178,-8.4934241
Unknown,Unknown,33.2286927,-8.4959185
Unknown,Unknown,33.2286074,-8.4960339
Unknown,Unknown,33.2359842,-8.5040966
Pharmacie Bouaddi صيدلية بوعدي,pharmacy,33.2394996,-8.5085826
Unknown,Unknown,33.2297494,-8.4973991
Unknown,Unknown,33.2301937,-8.4977129
CIH Bank القرض العقاري والسياحي,bank,33.2436789,-8.5225864
Attijariwafa Bank التجاري وفا بنك,bank,33.2450933,-8.5236995
Unknown,Unknown,33.2438001,-8.5220607
Unknown,Unknown,33.2438965,-8.522117
Unknown,Unknown,33.2435466,-8.5220204
Unknown,Unknown,33.2434703,-8.5222471
Unknown,Unknown,33.243536,-8.5224176
Unknown,Unknown,33.2436067,-8.5224867
Pharamcie El Mohit صيدلية المحيط,pharmacy,33.2460994,-8.4963799
Cafe Pizzeria Cavalca,restaurant,33.2448903,-8.495248
Whatsapp Food,fast_food,33.2433144,-8.4978712
Unknown,Unknown,33.2439044,-8.4973005
Unknown,Unknown,33.2439044,-8.4972301
Unknown,Unknown,33.2438842,-8.4972569
Unknown,Unknown,33.2461442,-8.4980502
Unknown,Unknown,33.2461577,-8.4980636
Cafe Glacier Chams,cafe,33.2471346,-8.4973535
Unknown,Unknown,33.2470936,-8.4972294
Unknown,Unknown,33.2468867,-8.4969451
Unknown,Unknown,33.2468138,-8.496915
Unknown,Unknown,33.245976,-8.4961747
Unknown,Unknown,33.2459468,-8.4960714
Unknown,Unknown,33.2452395,-8.4954372
Unknown,Unknown,33.2402261,-8.5284998
Unknown,Unknown,33.2403678,-8.5278737
Unknown,Unknown,33.2404407,-8.5279293
Unknown,Unknown,33.2408153,-8.5273887
Unknown,Unknown,33.2407583,-8.5269412
Unknown,Unknown,33.2408849,-8.5268477
Unknown,Unknown,33.2409707,-8.5269114
Unknown,Unknown,33.2419997,-8.5245476
Unknown,Unknown,33.2419466,-8.5247922
Unknown,Unknown,33.242209,-8.5247337
Unknown,Unknown,33.2421169,-8.5244728
Unknown,Unknown,33.2421939,-8.5245298
Unknown,Unknown,33.2425487,-8.5237402
Unknown,Unknown,33.2426089,-8.5238021
Unknown,Unknown,33.2374733,-8.5273038
Unknown,Unknown,33.2379753,-8.5277857
Unknown,Unknown,33.239417,-8.5295473
Unknown,Unknown,33.2394847,-8.5296065
Unknown,Unknown,33.2396876,-8.5291265
Unknown,Unknown,33.2397492,-8.529192
Unknown,Unknown,33.244162,-8.5135173
Unknown,Unknown,33.2415295,-8.5151246
Unknown,Unknown,33.2414962,-8.5150427
Unknown,Unknown,33.2406872,-8.5276222
BMCE Bank البنك المغربي للتجارة الخارجية,bank,33.2452189,-8.5244894
Banque Populaire البنك الشعبي,bank,33.2366337,-8.5227647
Société Générale سوسيتيه جنرال,bank,33.2404239,-8.5270482
Attijariwafa Bank التجاري وفا بنك,bank,33.2436374,-8.5136264
BMCI البنك المغربي للتجارة والصناعة,bank,33.2350958,-8.524079
Unknown,Unknown,33.2397251,-8.529568
Pharmacie Imam Malek صيدلية الامام مالك,pharmacy,33.2492981,-8.525392
Pharmacie Hajji,pharmacy,33.2476359,-8.5265621
Unknown,Unknown,33.2449968,-8.520503
Unknown,Unknown,33.2450432,-8.5205854
Unknown,Unknown,33.2450181,-8.5201791
Unknown,Unknown,33.2453109,-8.52056
Unknown,Unknown,33.2452643,-8.5201242
Unknown,Unknown,33.245333,-8.5202118
Unknown,Unknown,33.245997,-8.5190184
Unknown,Unknown,33.2463931,-8.5187923
Unknown,Unknown,33.2462654,-8.5189969
Unknown,Unknown,33.2463125,-8.5190633
Unknown,Unknown,33.2470662,-8.518547
Unknown,Unknown,33.2478254,-8.5172369
